0,88616965.72
1,85774722.45
2,84122609.13
3,76559805.47
4,85204353.20
5,86023297.70
6,84545451.79
7,89462397.50
8,91774892.95
9,86487971.57
10,87676875.81
11,81238548.07
12,88206327.84
13,90319110.73
14,88031068.49
15,81996450.27
16,90649520.33
17,89276920.46
18,87002745.40
19,81679221.01
20,81834693.10
21,84624338.07
22,81300251.62
23,85589389.40
24,90429638.33
25,91988006.17
26,84458768.72
27,90014123.22
28,81053501.64
29,82869522.97
30,85941329.12
31,88531938.13
32,86746975.45
33,88202861.59
34,92874229.82
35,89353970.41
36,82567768.24
37,82448416.24
38,87212582.88
39,85669920.22
40,86560839.52
41,83731018.33
42,95920170.35
43,83276945.49
44,85504298.74
45,87747999.02
46,85594754.99
47,87541933.18
48,83965720.61
49,83620272.58
50,85579522.09
51,85366566.95
52,84068460.62
53,88500987.94
54,87731556.53
55,91582260.05
56,81047449.70
57,83081215.18
58,92173511.44
59,85037622.75
60,89593061.21
61,82871959.26
62,89911394.94
63,90905116.48
64,95217460.08
65,87142066.87
66,87713730.73
67,88120544.88
68,83669220.52
69,85227452.33
70,88372817.89
71,86497100.49
72,87769786.64
73,87136540.50
74,81232134.60
75,91061821.90
76,84702465.54
77,85485024.62
78,84076432.37
79,89338211.08
80,89203195.96
81,82858020.00
82,89304210.66
83,84182364.58
84,88002976.26
85,87743670.61
86,84701621.65
87,88288420.50
88,88148551.22
89,87772159.96
90,86406138.38
91,87651899.34
92,88522707.76
93,83876228.84
94,90877148.28
95,85287854.28
96,87327014.72
97,85411508.52
98,84716310.70
99,91080142.61
