0,101004628.32
1,91590196.17
2,112708051.67
3,95934887.69
4,109530450.59
5,111967190.36
6,113629400.72
7,115370201.40
8,119239826.26
9,101462291.72
10,112119108.89
11,101460142.94
12,113014225.22
13,113694164.28
14,126386424.91
15,113028386.47
16,102990330.76
17,108136289.62
18,105254095.37
19,115606303.00
20,103214414.49
21,111274297.47
22,118929840.06
23,102802117.59
24,125309448.63
25,115639984.75
26,101163375.74
27,118952305.41
28,125510497.22
29,94231024.70
30,93898027.98
31,108354866.36
32,106594008.97
33,100979816.02
34,89178115.38
35,111329636.51
36,98500791.40
37,103422237.54
38,108152154.32
39,87936829.19
40,115371276.33
41,98297784.91
42,97172029.90
43,96040723.01
44,118238318.96
45,111198936.66
46,97387563.32
47,100802950.75
48,89370916.02
49,112247307.74
50,93279316.54
51,96330763.82
52,97414811.04
53,103051719.19
54,119328390.45
55,87548831.42
56,119320067.22
57,118293755.43
58,104529613.13
59,108843878.74
60,101426492.44
61,93335993.61
62,101121696.16
63,98204377.80
64,109983083.20
65,116778946.15
66,111036143.22
67,112511031.35
68,107216633.77
69,100316842.09
70,118717072.60
71,110117443.34
72,108845301.84
73,92743010.13
74,116703058.26
75,100395244.47
76,119663267.00
77,109573479.48
78,114564542.85
79,109135870.14
80,98525805.07
81,111372262.01
82,106358195.14
83,96929242.09
84,96320276.36
85,109780611.19
86,112460035.84
87,106188049.83
88,106592973.16
89,111292363.21
90,111393966.35
91,109641378.81
92,130835782.28
93,101998724.39
94,121863670.03
95,107226084.18
96,114715311.91
97,106295971.86
98,111469438.27
99,96426064.14
