
0,392056963.75
1,404172603.13
2,355012390.25
3,409932233.88
4,398988084.61
5,358048778.81
6,382355142.15
7,418971847.53
8,369721719.56
9,392724702.00
10,380963431.48
11,339887414.77
12,405355218.79
13,411529173.19
14,392334748.90
15,385719083.92
16,332740734.34
17,376015177.28
18,370351549.73
19,384748289.82
20,378314563.75
21,401566575.81
22,351489057.07
23,367662853.41
24,404016321.28
25,361675231.06
26,385744958.46
27,349583216.40
28,393289164.52
29,352180819.56
30,399278130.29
31,345116915.31
32,380060179.00
33,399711025.92
34,394399257.08
35,367094519.29
36,359368638.07
37,409139380.01
38,353072164.16
39,367250783.31
40,367562747.81
41,358445361.57
42,375923727.77
43,357560615.07
44,375574067.18
45,371151249.83
46,366887720.14
47,374279957.63
48,391276232.50
49,366709359.33
50,355747592.67
51,393073987.26
52,377673437.82
53,391259822.04
54,407322469.59
55,366717052.92
56,330860787.19
57,350081517.72
58,336078150.01
59,410548795.46
60,408549760.17
61,367973254.56
62,431268869.64
63,357044040.97
64,394439552.68
65,397359841.62
66,431257813.17
67,390793884.04
68,404801206.56
69,342859857.45
70,390009765.88
71,361849309.40
72,368755225.44
73,408544314.84
74,374306337.84
75,328816534.71
76,361688559.38
77,413553570.98
78,369758316.42
79,352591576.53
80,378399549.86
81,358558196.86
82,338557213.81
83,362449104.69
84,333061024.81
85,344429114.22
86,334341861.44
87,352297862.09
88,381787613.47
89,391629448.79
90,387110099.84
91,341567546.36
92,376420158.45
93,332547188.56
94,344853182.80
95,341684609.01
96,384662799.83
97,344183796.52
98,375053654.64
99,414030187.49
